Hortaliça,Abóbora MINI PAULISTA,36,Cucurbita moschata Duchesne,Produz frutos de pescoço curto e base alongada de coloração verde-escuro rajado com estrias de cor creme. Planta de alta produtividade e de excelente adaptação em temperaturas quentes e amenas.,14,0.6,4 - 8,100,Verão,200 x 200,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso ,"0,8 - 1,2kg"
Hortaliça,Abóbora ATLANTIC GIGANTE,911,Cucurbita moschata Duchesne,"Frutos muito grandes, não comestíveis. Indicado para exposições. Para obter frutos grandes, deixar apenas um fruto por cova. Pode ser utilizada para trato animal.",3,0.4,4 - 8,110,Verão,500 x 500,R1: Todo ano; R2: Ago - Dez; R3: Ago - Dez,Peso ,Potencial para atingir 35kg
Hortaliça,Abóbora SERGIPANA,913,Cucurbita moschata Duchesne,"Cultivar muito tradicional nas regiões norte e nordeste do Brasil, com alta aceitação no mercado e vasto uso na culinária local. Altamente adaptável à regiões quentes. Possui excelente conservação pós-colheita. Frutos são produzidos em tamanhos e formatos variados, mas sempre tendendo ao redondado achatado.",8,0.5,4 - 8,90,Verão,300 x 300,R1: Todo ano; R2: Todo ano; R3: Ago - Nov,Peso ,4 - 8kg
Hortaliça,Abobrinha Híbrida BRÉSCIA,77,Cucurbita pepo,"Abobrinha tipo caserta rajada, compacta e vigorosa, tipo moita, ótima cobertura foliar, excelente pegamento de frutos, folhas verdes mosqueadas, boa sanidade foliar. Frutos com excelente formato e coloração, padrão de mercado. Resistência aos vírus PRSV, SqMV, ZYMV e WMV.",6,3.0 a 4.0,4 - 8,45 - 60,Verão,100 x 50,R1: Todo ano; R2: Ago - Fev; R3: Set - Jan,Peso; Diâmetro; Comprimento,200 - 300g; 4 - 6cm; 10 - 15cm
Hortaliça,Abobrinha Híbrida GIOCONDA,901,Cucurbita pepo,"Novo segmento de abobrinhas. Frutos globulares muito uniformes, sem estrias, e de coloração verde-claro brilhante. Excelente para produção em períodos de entressafra devido á sua produtividade e precocidade. Adapta-se muito bem à cultivo tanto em campo como estufa. Resistente ao WMV* e ZYMV*.",7,1.8,4 - 8,50,Verão,100 x 100,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso ,200 - 300g
Hortaliça,Abobrinha Híbrida PALOMA,902,Cucurbita pepo,"Frutos cilíndricos, de coloração verde clara brilhante. Excelente variedade para produção em períodos de entressafra devido à sua alta capacidade produtiva. Altamente resistente à Px*, WMV* e ZYMV*.",7,1.8,4 - 8,50,Verão,100 x 100,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso ,200 - 250g
Hortaliça,Abobrinha Híbrida GRINGO,903,Cucurbita pepo,"Variedade com alta sanidade e rusticidade. Frutos em formato cilíndrico de coloração verde-claro com estrias verde-escuro, estilo caserta. Excelente adaptabilidade para cultivo em estufa e campo aberto. Ótima para produção na entressafra. Tolerante aos vírus WMV e ZYMV*.",6,2.1,4 - 8,50,Verão,100 x 100,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso,200 - 300g
Hortaliça,Abobrinha Híbrida GIALLA,904,Cucurbita pepo,"Frutos com ótima qualidade visual, de coloração ouro brilhante criando um excelente contraste com o caule verde escuro. Muito resistente ao ZYMV*, e outras raças do vírus mosaico menos agressivas.",7,1.8,4 - 8,50,Verão,100 x 100,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso,200 - 250g
Hortaliça,Abobrinha Híbrida LUNA,909,Cucurbita pepo,"Planta vigorosa com alta produtividade. Produz frutos uniformes e cilíndricos de casca amarela. Variedade de ciclo precoce, de excelente padrão comercial e com ótima conservação pós-colheita. Melhor adaptação em temperaturas quentes e amenas.",7,1.4,4 - 8,45 - 50,Verão,100 x 50,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso; Diâmetro; Comprimento,200 - 300g; 4 - 5cm; 18 - 20cm
Hortaliça,Abobrinha Híbrida MACARRÃO VEGANO,936,Cucurbita pepo,"Planta com boa conservação pós-colheita e com boa tolerância a doenças fúngicas. Frutos pouco calóricos, altamente nutritivos. Variedade ideal para fazer o famoso macarrão de abóbora. Retira-se as sementes e com o auxílio de um garfo raspa-se suavemente o interior da abóbora e desta forma temos o “spaguetti vegetal de abóbora”. Produz em média 5 frutos/pé.",6,1.6,4 - 8,90,Verão,100 x 100,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso; Diâmetro; Comprimento,900g; 9 - 11cm; 16 - 20cm
Hortaliça,Abobrinha BAVETTE (ESPAGUETE),304,Cucurbita pepo,"Pouco calórica, altamente nutritiva e muito versátil na cozinha. Para fazer o famoso macarrão, retira-se as sementes e com o auxílio de um garfo raspa-se suavemente o interior da abóbora e desta forma temos o “spaguetti vegetal de abóbora”. Planta com boa tolerância a doenças fúngicas.",7,3.0,4 - 8,90,Verão,200 x 100,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso,800 - 1300g
Hortaliça,Abobrinha DE TRONCO BRANCA,6,Cucurbita pepo,"Planta vigorosa com hábito de crescimento em moita. Frutos do tipo libanesa, de pele lisa e de coloração verde destonado, com ótima apresentação visual e excelente sabor. Melhor adaptação em temperaturas quentes e amenas.",9,3.3,4 - 8,50,Verão,100 x 100,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso,500g
Hortaliça,Abobrinha DE TRONCO CASERTA,7,Cucurbita pepo,"Planta vigorosa e produtiva com hábito de crescimento em moita. Frutos verde-claros, com listras e formato cilíndrico. Melhor adaptação em temperaturas quentes e amenas.",11,3.3,4 - 8,45,Verão,100 x 100,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso; Diâmetro; Comprimento,500g; 4 - 6cm; 15 - 25cm
Hortaliça,Abobrinha Híbrida TRÓIA,905,Cucurbita pepo,"Planta vigorosa de alta sanidade e com boa arquitetura foliar proporcionando uma excelente proteção aos frutos. Colheita inicia-se em média após 45 dias, geralmente com duas apanhas por semana. Frutos verde-claro, poucas sementes e sem estrias. Possui ótima uniformidade e conservação pós-colheita. Resistente aos vírus WMV*, ZYMV*, PRSV* e SLCV*.",7,1.8,4 - 8,45 - 55,Verão,100 x 100,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso; Diâmetro; Comprimento,180g; 4 - 6cm; 18 - 20cm
Hortaliça,Abobrinha SUSPIRO,920,Cucurbita pepo,"Fruto plano, em formato de disco com o lado externo sulcado e com casca de cor creme. A polpa é igualmente cor creme e firme. Excelente sabor.",14,3 a 4,4 - 8,90,Verão,100 x 50,R1: Todo ano; R2: Ago - Fev; R3: Set - Jan,Peso; Diâmetro,até 1 kg; 12 - 15cm
Hortaliça,Abobrinha TORTUGA (DE TRONCO),8,Cucurbita maxima,Abobrinha de tronco do tipo redonda. Fruto globular e achatado com gomos e casca de coloração verde-escuro. Ótima opção para rechear.,6,5.0,4 - 8,60,Verão,100 x 100,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso; Diâmetro; Altura,500g; 8 - 15cm; 6 - 8cm
Hortaliça,Abobrinha CLARA (REDONDA,11,Cucurbita pepo,Planta de crescimento em moita com frutos redondos e uniformes de coloração verde-clara. Sugestão: colher frutos com 2cm de pedúnculo para melhor conservação pós-colheita.,5,6.0,4 - 8,40,Verão,100 x 100,R1: Todo ano; R2: Ago - Fev; R3: Ago - Fev,Peso; Diâmetro; Altura,100 - 200g; 7 - 8cm; 6 - 8cm
Hortaliça,Mogango BARÃO,933,Cucurbita moschata Duchesne,"Planta vigorosa de hábito rasteiro com espinhos brancos nas ramas. Produz frutos oblongos e com gomos de polpa amarela. Na culinária é tradicionalmente usado para caramelização. Rico em fibras, sais minerais e vitamina A e B.",8,0.5,4 - 8,110,Verão,300 x 100,R1: Todo ano; R2: Ago - Jan; R3: Ago - Jan,Peso ,"1,5 - 2kg"
Hortaliça,Mogango SUL MINEIRO,10,Cucurbita moschata,Fruto de formato globular alongado gomado com casca verde-claro e listras verde-escuras. Planta de hábito rasteiro e crescimento indeterminado. Excelente para cozimento.,7,0.5,4 - 8,100,Verão,300 x 300,R1: Todo ano; R2: Ago - Jan; R3: Ago - Jan,Peso ,"1,3 - 2,5kg"
Hortaliça,Moranga DE MESA (EXPOSIÇÃO),13,Cucurbita maxima,Fruto achatado com gomos de cor alaranjada. Excelente polinizadora para abóboras Tetsukabuto.,6,0.4,4 - 8,110,Verão,400 x 400,R1: Todo ano; R2: Ago - Dez; R3: Ago - Dez,Peso ,"2,5kg"
Hortaliça,Moranga COROA,14,Cucurbita maxima,Fruto achatado com gomos de cor cinza esverdeado. Chamada de “Coroa” devido ao seu caule amarelado e gomos levemente sobressalientes.,6,0.4,4 - 8,110,Verão,400 x 400,R1: Todo ano; R2: Ago - Dez; R3: Ago - Dez,Peso ,"2,5kg"
Hortaliça,Moranga PATACA GIGANTE,19,Cucurbita maxima,"Frutos grandes de coloração cinza com gomos salientes. Polpa levemente adocicada. Por produzir frutos maiores, tem bom rendimento, sendo ótima opção para a produção de doces industriais.",4,0.5,4 - 8,120,Verão,400 x 400,R1: Todo ano; R2: Ago - Dez; R3: Ago - Dez,Peso ,10 - 15kg
Hortaliça,Porongo CAMPERO,846,Lagenaria siceraria,"Planta rasteira ou tutorada, vigorosa com folhas grandes e aparência exuberante, tem rápido crescimento podendo florescer em apenas 2 meses após a semeadura. Quando maduros, os frutos tornam-se glabros com casca grossa e lignificada, o que a torna impermeável e com polpa seca e fina.",8,2.0,7 - 10,130 - 150,Verão,300 x 100,R1: Todo ano; R2: Ago - Mar; R3: Out - Nov,Peso ,6 kg
Hortaliça,Acelga ARTEMIS,311,Beta vulgaris var. cicla,"Folhas verde-escuras e brilhantes com talos longos e firmes de cor roxa. Suas folhas tem sabor levemente amargo e são muito consumidas cruas em saladas, como também refogadas ou cozidas. Quando cozidas o sabor amargo desaparece, deixando um sabor mais delicado. É muito nutritiva e de baixa caloria, com uma quantidade extraordinária de vitamina K.",36,4.2,4 - 8,60; 80,Verão; Inverno,60 x 20,R1: Mar - Jun; R2: Fev - Set; R3: Todo ano,Altura,25 - 30cm
Hortaliça,Acelga GAIA,313,Beta vulgaris var. cicla,"Folhas verde-escuras e brilhantes com talos longos e firmes de cor amarela. É altamente nutritiva, rica em vitamina K e com alto teor de fibra alimentar. Suas folhas crocantes tem sabor levemente amargo e são muito consumidas cruas em saladas, refogadas ou cozidas.",36,4.2,4 - 8,60; 80,Verão; Inverno,60 x 20,R1: Mar - Jun; R2: Fev - Set; R3: Todo ano,Altura,25 - 30cm
Hortaliça,Acelga AFRODITE,321,Beta vulgaris var. cicla,"Folhas verde-escuras, brilhantes com nervuras, talos longos e firmes de coloração avermelhada. Suas folhas tem sabor levemente amargo e são muito consumidas cruas em saladas, como também refogadas ou cozidas. É altamente nutritiva, rica em vitamina K e com alto teor de fibra alimentar. Planta produtiva e com boa tolerância a doenças fúngicas.",36,4.2,4 - 8,60; 80,Verão; Inverno,60 x 20,R1: Mar - Jun; R2: Fev - Set; R3: Todo ano,Altura,25 - 30cm
Hortaliça,Acelga LOURA,17,Beta vulgaris var. cicla,"Folhas largas e tenras de coloração verde-clara com talos longos, firmes e brancos. Resistente a baixas temperaturas e geadas leves.",60,4.2,4 - 8,60; 80,Verão; Inverno,60 x 20,R1: Mar - Jun; R2: Fev - Set; R3: Todo ano,Altura,25 - 30cm
Hortaliça,Acelga VERDE-ESCURA,18,Beta vulgaris var. cicla,"Folhas lisas, largas e grossas de coloração verde-escuro com talos brancos e achatados. Possui sabor levemente amargo. Indicada também para o cultivo de microverdes e baby leafs.",60,4.0,4 - 8,50; 70,Verão; Inverno,60 x 20,R1: Mar - Jun; R2: Fev - Set; R3: Todo ano,Altura,25 - 35cm
Hortaliça,Agrião DA ÁGUA FOLHA LARGA,20,Nasturtium officinale,"Folhas lisas, largas e tenras. Esta variedade necessita sempre do solo bem encharcado, com o máximo de água disponível, se desenvolvendo até mesmo em solos inundados. Fácil rebrote. Disponível peletizada.",4600,0.2,4 - 14,60; 80,Verão; Inverno,20 x 20,R1: Abr - Jul; R2: Mar- Out; R3: Todo ano,Altura,10 - 20cm
Hortaliça,Agrião DA TERRA,21,Barbarea verna,"Planta vigorosa, altamente produtiva e uniforme. Produz folhas arredondadas e tenras de sabor picante. Indicada para cultivo o ano todo, com melhor adaptação em temperaturas amenas e frias.",1104,0.5,4 - 7,60; 80,Verão; Inverno,30 x 20,R1: Abr - Ago; R2:  Mar- Out; R3: Todo ano,Altura,8 - 15cm
Hortaliça,Aipo/Salsão TRONCHUDO,24,Apium graveolens,"Planta anual bastante aromática com talos claros e folhas verde-escuras. Pode ser consumido por inteiro, desde as folhas até a raiz. É uma boa fonte de vitamina A e cálcio.",2007,0.2,10 - 21,175,Inverno,30 x 30,R1: Abr - Ago; R2: Fev - Jul; R3 Fev - Jul,Altura,20 - 25cm
Hortaliça,Alcachofra ROXA ROMANA,42,Cynara scolymus,Planta perene com caules estriados e folhas verdes e carnosas. Suas flores (“frutos”) apresentam coloração verde-clara quando imaturas e coloração roxa quando maduras. É necessário um período de baixas temperaturas para induzir o florescimento. Produz em média 2 a 3 flores por planta.,21,2.0,7 - 21,175,Inverno,100 x 80,R2: Fev - Mai; R3 Fev - Mai,Diâmetro,6 - 8cm
Hortaliça,Alface ATALAIA (FRISÉE),928,Lactuca sativa,"De médio porte com folhas espessas e frisadas de coloração roxo brilhante. Muito crocantes com talos adocicados. Resistente ao Míldio e de prático desfolhamento. Alto potencial de mercado por ser visualmente atrativa na gastronomia contemporânea. Indicada para cultivo hidropônico, orgânico e de folhas jovens. Disponível peletizada.",1159,0.3,4 - 7,50; 60,Verão; Inverno,30 x 30,R1: Todo ano; R2: Todo ano; R3: Todo ano,Peso ,180 - 200g
Hortaliça,Alface ITAÚNA (FRISÉE),929,Lactuca sativa,"De médio porte com folhas espessas e frisadas de coloração verde-clara. Muito crocantes com talos adocicados. Resistente ao Míldio e de prático desfolhamento. Alto potencial de mercado por ser visualmente atrativa na gastronomia contemporânea. Indicada para cultivo hidropônico, orgânico e de folhas jovens. Disponível peletizada.",1124,0.3,4 - 7,50; 60,Verão; Inverno,30 x 30,R1: Todo ano; R2: Todo ano; R3: Todo ano,Peso ,300 - 350g
Hortaliça,Alface EMBAÚ (CRESPA),921,Lactuca sativa,"Planta de tamanho médio volumosa com grande número de folhas simétricas repicadas nos bordos de cor verde claro. Cultivar diferenciada no tamanho das folhas com tamanho muito uniforme nas primeira 25 folhas, ideal para hidroponia e mercado de higienizados. Boa resistência ao Vírus LMV, queima dos bordos e pendoamento precoce.",1265,0.3,4 - 7,55; 65,Verão; Inverno,30 x 30,R1: Todo ano; R2: Todo ano; R3: Todo ano,Peso; Diâmetro,250 - 350g; 25 - 30cm
Hortaliça,Alface BATÁVIA CACIMBA (CRESPA),925,Lactuca sativa,"Planta compacta, com folhas macias de coloração roxo brilhante. Resistente à Míldio e muito tolerante ao pendoamento. Excelente desempenho em regiões de temperaturas baixas e amenas. Disponível peletizada.",1085,0.3,4 - 7,50; 65,Verão; Inverno,30 x 30,R1: Todo ano; R2: Todo ano; R3: Todo ano,Peso; Diâmetro,300 - 350g; 20 - 30cm
Hortaliça,Alface MARESIAS (AMERICANA),853,Lactuca sativa,Cabeças compactas com grande número de folhas internas verde claro a esbranquiçada com ótima crocância. Cultivar ideal para processamento.,900,0.3,4 - 7,50; 60,Verão; Inverno,30 x 30,R1: Abr - Set; R2: Todo ano; R3: Todo ano,Peso ,600 - 700g
Hortaliça,Alface TRINDADE (AMERICANA),855,Lactuca sativa,"Planta grande de boa precocidade, cabeça semi compacta com ótima uniformidade. Folhas muito crocantes de coloração verde claro. Bom desempenho em altas temperaturas e umidade. Resistente à Queima de saia.",889,0.4,4 - 7,65; 80,Verão; Inverno,30 x 30,R1: Todo ano; R2: Todo ano; R3: Set - Fev,Peso; Diâmetro,400 - 600g; 20 - 30cm
Hortaliça,Alface SIBÉRIA (AMERICANA),856,Lactuca sativa,"Planta grande de boa precocidade, cabeça compacta com ótima uniformidade. Folhas muito crocantes de coloração verde claro. Bom desempenho em regiões de clima ameno a frio. resistência moderada ao míldio.",822,0.4,4 - 7,70 - 90,Inverno,30 x 30,R1: Mar - Jul; R2: Todo ano; R3: Todo ano,Peso; Diâmetro,400 - 600g; 20 - 30cm
Hortaliça,Alface MAUI (AMERICANA),231,Lactuca sativa,Variedade de porte médio e coloração verde vibrante. Produz cabeça compacta e uniforme com folhas crocantes. Tolerante ao pendoamento precoce. Indicada para inverno e meia estação. Tolerante a Tip Burn (deficiência de cálcio).,950,0.4,4 - 7,65; 75,Verão; Inverno,30 x 30,R1: Mar - Out; R2: Mar - Out; R3: Mar - Out,Peso; Diâmetro,400 - 450g; 20 - 30cm
Hortaliça,Alface MALIBU (AMERICANA),232,Lactuca sativa,"Variedade de porte grande. Produz cabeça compacta e uniforme com folhas crocantes. Planta de elevada sanidade foliar, indicada para outono e primavera. Tolerante a Tip Burn (deficiência de cálcio). Ideal para processamento e mercado de frescos.",950,0.4,4 - 7,65; 75,Verão; Inverno,30 x 30,R1: Todo ano; R2: Todo ano; R3: Todo ano,Peso; Diâmetro,400 - 450g; 20 - 30cm
Hortaliça,Alface ALASKA (AMERICANA),233,Lactuca sativa,"Alface do tipo americana, de tamanho médio e coloração verde brilhante. Produz cabeça compacta e uniforme com folhas crocantes. Ótima proteção de cabeça e excelente volume e padrão de folhas. Indicada para outono e inverno.",950,0.4,4 - 7,75; 85,Verão; Inverno,30 x 30,R1: Abr - Set; R2: Abr - Set; R3:Abr - Set,Peso; Diâmetro,450 - 500g; 20 - 30cm
Hortaliça,Alface DELÍCIA (AMERICANA),47,Lactuca sativa,Planta de grande porte e de ótima precocidade. Folhas crocantes de coloração verde-clara. De cabeça semi compacta com ótima uniformidade. Excelente desempenho em altas temperaturas.,950,0.4,4 - 7,70; 90,Verão; Inverno,30 x 30,R1: Todo ano; R2: Todo ano; R3: Todo ano,Peso; Diâmetro,400 - 600g; 20 - 30cm
Hortaliça,Alface GRANDES LAGOS AMERICANA,43,Lactuca sativa,"Folha repolhuda, crespa e crocante. De coloração verde-escuro. Ótima opção para colocar em sanduíches e cheeseburguers. Sementes brancas.",1106,0.3,4 - 7,90,Inverno,30 x 30,R1: Abr - Jul; R2: Mar - Jul; R3: Mar - Jul,Peso; Diâmetro,400 - 550g; 20 - 30cm
Hortaliça,Alface BRAVA (MIMOSA),22,Lactuca sativa,"Planta vigorosa e muito rústica, com ótima qualidade visual e apresentação, de cor verde-clara brilhante. Produz muitas folhas, com alto potencial comercial e de excelente sabor. Adapta-se muito bem ao calor, sendo ideal para cultivo em regiões quentes. Folhas menos recortadas em relação á outras mimosas, porém, de porte muito grande. Disponível peletizada.",1156,0.3,4 - 7,50; 60,Verão; Inverno,30 x 30,R1: Todo ano; R2: Todo ano; R3: Todo ano,Peso; Diâmetro,400 - 600g; 20 - 35cm
Hortaliça,Alface RUBI (CRESPA),30,Lactuca sativa,"Planta vigorosa e muito rústica, com ótima qualidade visual e apresentação, de cor roxa brilhante e nervuras levemente esverdeadas. Produz muitas folhas, com alto potencial comercial e de excelente sabor. Folhas eretas, miolo bem fechado. Folhas crocantes.",900,0.37,4 - 7,50; 60,Verão; Inverno,30 x 30,R1: Abr - Jul; R2: Mar - Ago; R3: Fev - Ago,Peso; Diâmetro; Altura,400 - 500g; 25 - 35cm; 20 - 30cm
Hortaliça,Alface PRADO (MIMOSA),924,Lactuca sativa,"Alface compacta e bem fechada, de folhas tenras e brilhosas de coloração roxa e verde claro. Resistente à Míldio e muito tolerante ao pendoamento. Disponível peletizada.",1008,0.3,4 - 7,50; 60,Verão; Inverno,30 x 30,R1: Todo ano; R2: Todo ano; R3: Todo ano,Peso; Diâmetro,300 - 350g; 20 - 25cm
Hortaliça,Alface PARATY (MIMOSA),990,Lactuca sativa L.,Variedade de porte médio e crescimento ereto. Produz folhas recortadas e espessas de coloração verde-escura. Ótima pós-colheita e excelente adaptação para cultivo hidropônico e em campo aberto. Disponível peletizada.,1100,0.3,4 - 7,40; 45,Verão; Inverno,30 x 30,R1: Todo ano; R2: Todo ano; R3: Todo ano,Peso; Altura,200 - 250g; 20 - 30cm
Hortaliça,Alface IPANEMA (MIMOSA,991,Lactuca sativa,"Variedade de porte médio e coloração verde-clara. Produz folhas tenras, longas e recortadas. Resistência a Míldio. Ótima pós-colheita e excelente adaptação para cultivo hidropônico e em campo aberto. Disponível peletizada",1200,0.3,4 - 7,40; 45,Verão; Inverno,30 x 30,R1: Todo ano; R2: Todo ano; R3: Todo ano,Peso; Altura,200 - 300g; 15 - 30cm
